"No.","Time","Source","Destination","Protocol","Length","Info"
"2273","2.517110846","34.203.131.113","10.0.2.15","TLSv1.2","1850","Certificate, Server Key Exchange, Server Hello Done"
"2274","2.517115747","10.0.2.15","34.203.131.113","TCP","56","48888  >  443 [ACK] Seq=209 Ack=4635 Win=38340 Len=0"
"2275","2.519366376","10.0.2.15","34.203.131.113","TLSv1.2","182","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2276","2.519551567","10.0.2.15","34.203.131.113","TLSv1.2","264","Client Hello"
"2277","2.519591604","34.203.131.113","10.0.2.15","TCP","62","443  >  48888 [ACK] Seq=4635 Ack=335 Win=65535 Len=0"
"2278","2.519685429","34.203.131.113","10.0.2.15","TCP","62","443  >  48900 [ACK] Seq=1 Ack=209 Win=65535 Len=0"
"2279","2.519735585","10.0.2.15","35.161.35.168","TLSv1.2","589","Application Data"
"2280","2.519904760","35.161.35.168","10.0.2.15","TCP","62","443  >  45494 [ACK] Seq=3113 Ack=862 Win=65535 Len=0"
"2281","2.523464462","10.0.2.15","23.198.167.67","TCP","56","54034  >  443 [ACK] Seq=1319 Ack=7253 Win=48280 Len=0"
"2282","2.529960750","34.203.131.113","10.0.2.15","TLSv1.2","107","Change Cipher Spec, Encrypted Handshake Message"
"2283","2.532942880","10.0.2.15","34.203.131.113","TLSv1.2","1647","Application Data"
"2284","2.533220202","34.203.131.113","10.0.2.15","TCP","62","443  >  48886 [ACK] Seq=4686 Ack=1926 Win=65535 Len=0"
"2285","2.539487795","10.0.2.15","31.13.76.68","TCP","56","33876  >  443 [ACK] Seq=1434 Ack=5779 Win=48280 Len=0"
"2286","2.544221463","35.161.35.168","10.0.2.15","TLSv1.2","876","Application Data"
"2287","2.582150082","10.0.2.15","23.198.167.67","TLSv1.2","775","Application Data"
"2288","2.582447901","23.198.167.67","10.0.2.15","TCP","62","443  >  54034 [ACK] Seq=7253 Ack=2038 Win=65535 Len=0"
"2289","2.587685531","10.0.2.15","35.161.35.168","TCP","56","45494  >  443 [ACK] Seq=862 Ack=3933 Win=36920 Len=0"
"2290","2.601381040","10.0.2.15","35.161.35.168","TCP","76","45498  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=2658602289 TSecr=0 WS=128"
"2291","2.601697052","10.0.2.15","35.161.35.168","TLSv1.2","647","Application Data"
"2292","2.601883212","35.161.35.168","10.0.2.15","TCP","62","443  >  45494 [ACK] Seq=3933 Ack=1453 Win=65535 Len=0"
"2293","2.604167002","34.203.131.113","10.0.2.15","TLSv1.2","1436","Server Hello"
"2294","2.604204145","10.0.2.15","34.203.131.113","TCP","56","48900  >  443 [ACK] Seq=209 Ack=1381 Win=31740 Len=0"
"2295","2.604708321","34.203.131.113","10.0.2.15","TCP","1436","443  >  48900 [PSH, ACK] Seq=1381 Ack=209 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"2296","2.604732466","10.0.2.15","34.203.131.113","TCP","56","48900  >  443 [ACK] Seq=209 Ack=2761 Win=34500 Len=0"
"2297","2.608022901","34.203.131.113","10.0.2.15","TCP","1392","443  >  48900 [PSH, ACK] Seq=2761 Ack=209 Win=65535 Len=1336 [TCP segment of a reassembled PDU]"
"2298","2.608037097","10.0.2.15","34.203.131.113","TCP","56","48900  >  443 [ACK] Seq=209 Ack=4097 Win=37260 Len=0"
"2299","2.608081799","23.198.167.67","10.0.2.15","TLSv1.2","333","Application Data"
"2300","2.608085098","10.0.2.15","23.198.167.67","TCP","56","54034  >  443 [ACK] Seq=2038 Ack=7530 Win=51120 Len=0"
"2301","2.608102305","34.203.131.113","10.0.2.15","TLSv1.2","594","Certificate, Server Key Exchange, Server Hello Done"
"2302","2.608106584","10.0.2.15","34.203.131.113","TCP","56","48900  >  443 [ACK] Seq=209 Ack=4635 Win=40020 Len=0"
"2303","2.608121412","34.203.131.113","10.0.2.15","TLSv1.2","107","Change Cipher Spec, Encrypted Handshake Message"
"2304","2.608820154","10.0.2.15","34.203.131.113","TLSv1.2","182","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2305","2.609004764","34.203.131.113","10.0.2.15","TCP","62","443  >  48900 [ACK] Seq=4635 Ack=335 Win=65535 Len=0"
"2306","2.610434260","10.0.2.15","34.203.131.113","TLSv1.2","1875","Application Data"
"2307","2.610626276","34.203.131.113","10.0.2.15","TCP","62","443  >  48888 [ACK] Seq=4686 Ack=2154 Win=65535 Len=0"
"2308","2.626217482","35.161.35.168","10.0.2.15","TCP","62","443  >  45498 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2309","2.626247466","10.0.2.15","35.161.35.168","TCP","56","45498  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"2310","2.626478087","10.0.2.15","35.161.35.168","TLSv1.2","290","Client Hello"
"2311","2.626654676","35.161.35.168","10.0.2.15","TCP","62","443  >  45498 [ACK] Seq=1 Ack=235 Win=65535 Len=0"
"2312","2.627720113","35.161.35.168","10.0.2.15","TLSv1.2","904","Application Data"
"2313","2.627726571","10.0.2.15","35.161.35.168","TCP","56","45494  >  443 [ACK] Seq=1453 Ack=4781 Win=39760 Len=0"
"2314","2.628043846","35.161.35.168","10.0.2.15","TLSv1.2","361","Application Data"
"2315","2.628048977","10.0.2.15","35.161.35.168","TCP","56","45494  >  443 [ACK] Seq=1453 Ack=5086 Win=42600 Len=0"
"2316","2.652223500","35.161.35.168","10.0.2.15","TLSv1.2","201","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"2317","2.652239474","10.0.2.15","35.161.35.168","TCP","56","45498  >  443 [ACK] Seq=235 Ack=146 Win=30016 Len=0"
"2318","2.652371119","10.0.2.15","35.161.35.168","TLSv1.2","107","Change Cipher Spec, Encrypted Handshake Message"
"2319","2.654584027","35.161.35.168","10.0.2.15","TCP","62","443  >  45498 [ACK] Seq=146 Ack=286 Win=65535 Len=0"
"2320","2.674207189","10.0.2.15","54.84.16.132","TLSv1.2","1098","Application Data"
"2321","2.674578898","54.84.16.132","10.0.2.15","TCP","62","443  >  38918 [ACK] Seq=3545 Ack=2058 Win=65535 Len=0"
"2322","2.676146027","10.0.2.15","31.13.76.107","TLSv1.2","143","Application Data"
"2323","2.676409750","31.13.76.107","10.0.2.15","TCP","62","443  >  40506 [ACK] Seq=122321 Ack=1190 Win=65535 Len=0"
"2324","2.686520561","127.0.0.1","127.0.1.1","DNS","76","Standard query 0x52a9 A aol.demdex.net"
"2325","2.686560701","10.0.2.15","153.90.2.15","DNS","76","Standard query 0x6d8a A aol.demdex.net"
"2326","2.688560564","127.0.0.1","127.0.1.1","DNS","74","Standard query 0x06af A s.sa.aol.com"
"2327","2.688605430","10.0.2.15","153.90.2.15","DNS","74","Standard query 0x69d3 A s.sa.aol.com"
"2328","2.688693899","153.90.2.15","10.0.2.15","DNS","312","Standard query response 0x6d8a A aol.demdex.net CNAME gslb.demdex.net CNAME edge-usw2.demdex.net CNAME dcs-edge-usw2-620097651.us-west-2.elb.amazonaws.com A 35.167.226.133 A 35.161.203.120 A 35.162.36.45 A 34.223.213.47 A 35.160.180.157 A 52.24.97.32 A 52.26.195.87 A 35.161.35.168"
"2329","2.688734691","127.0.1.1","127.0.0.1","DNS","312","Standard query response 0x52a9 A aol.demdex.net CNAME gslb.demdex.net CNAME edge-usw2.demdex.net CNAME dcs-edge-usw2-620097651.us-west-2.elb.amazonaws.com A 35.167.226.133 A 35.161.203.120 A 35.162.36.45 A 34.223.213.47 A 35.160.180.157 A 52.24.97.32 A 52.26.195.87 A 35.161.35.168"
"2330","2.688834245","10.0.2.15","35.167.226.133","TCP","76","33358  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=4274963568 TSecr=0 WS=128"
"2331","2.689655764","127.0.0.1","127.0.1.1","DNS","80","Standard query 0xff7b A cm.everesttech.net"
"2332","2.689681581","10.0.2.15","153.90.2.15","DNS","80","Standard query 0x96a8 A cm.everesttech.net"
"2333","2.691261455","153.90.2.15","10.0.2.15","DNS","136","Standard query response 0x96a8 A cm.everesttech.net CNAME cm.everesttech.net.akadns.net A 192.243.232.58"
"2334","2.691320042","127.0.1.1","127.0.0.1","DNS","136","Standard query response 0xff7b A cm.everesttech.net CNAME cm.everesttech.net.akadns.net A 192.243.232.58"
"2335","2.691413967","10.0.2.15","192.243.232.58","TCP","76","41008  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1431264529 TSecr=0 WS=128"
"2336","2.692555885","34.203.131.113","10.0.2.15","TLSv1.2","107","Change Cipher Spec, Encrypted Handshake Message"
"2337","2.692877800","31.13.76.107","10.0.2.15","TLSv1.2","98","Application Data"
"2338","2.694032404","31.13.76.107","10.0.2.15","TCP","1436","443  >  40506 [PSH, ACK] Seq=122363 Ack=1190 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"2339","2.694044022","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=1190 Ack=123743 Win=65320 Len=0"
"2340","2.694303515","10.0.2.15","34.203.131.113","TLSv1.2","1837","Application Data"
"2341","2.694515177","34.203.131.113","10.0.2.15","TCP","62","443  >  48900 [ACK] Seq=4686 Ack=2116 Win=65535 Len=0"
"2342","2.695168928","31.13.76.107","10.0.2.15","TLSv1.2","4196","Application Data [TCP segment of a reassembled PDU]"
"2343","2.695179192","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=1190 Ack=127883 Win=65320 Len=0"
"2344","2.695588458","31.13.76.107","10.0.2.15","TCP","2816","443  >  40506 [PSH, ACK] Seq=127883 Ack=1190 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"2345","2.695607215","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=1190 Ack=130643 Win=65320 Len=0"
"2346","2.696065720","31.13.76.107","10.0.2.15","TLSv1.2","4244","Application Data, Application Data"
"2347","2.696084439","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=1190 Ack=134831 Win=65320 Len=0"
"2348","2.711011135","10.0.2.15","13.32.253.118","TLSv1.2","424","Application Data"
"2349","2.711308151","13.32.253.118","10.0.2.15","TCP","62","443  >  33220 [ACK] Seq=8708 Ack=1038 Win=65535 Len=0"
"2350","2.711765875","192.243.232.58","10.0.2.15","TCP","62","443  >  41008 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2351","2.711780796","10.0.2.15","192.243.232.58","TCP","56","41008  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"2352","2.712047837","34.203.131.113","10.0.2.15","TLSv1.2","241","Application Data"
"2353","2.712083687","10.0.2.15","192.243.232.58","TLSv1.2","262","Client Hello"
"2354","2.712227403","192.243.232.58","10.0.2.15","TCP","62","443  >  41008 [ACK] Seq=1 Ack=207 Win=65535 Len=0"
"2355","2.714281545","35.167.226.133","10.0.2.15","TCP","62","443  >  33358 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2356","2.714304655","10.0.2.15","35.167.226.133","TCP","56","33358  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"2357","2.714498260","10.0.2.15","35.167.226.133","TLSv1.2","258","Client Hello"
"2358","2.714683837","35.167.226.133","10.0.2.15","TCP","62","443  >  33358 [ACK] Seq=1 Ack=203 Win=65535 Len=0"
"2359","2.716715025","10.0.2.15","31.13.76.68","TLSv1.2","254","Application Data"
"2360","2.716965272","31.13.76.68","10.0.2.15","TCP","62","443  >  33876 [ACK] Seq=5779 Ack=1632 Win=65535 Len=0"
"2361","2.717168849","10.0.2.15","31.13.76.68","TLSv1.2","220","Application Data"
"2362","2.717329537","31.13.76.68","10.0.2.15","TCP","62","443  >  33876 [ACK] Seq=5779 Ack=1796 Win=65535 Len=0"
"2363","2.717611957","10.0.2.15","31.13.76.68","TLSv1.2","324","Application Data"
"2364","2.717765311","31.13.76.68","10.0.2.15","TCP","62","443  >  33876 [ACK] Seq=5779 Ack=2064 Win=65535 Len=0"
"2365","2.718090315","10.0.2.15","31.13.76.68","TLSv1.2","325","Application Data"
"2366","2.718245733","31.13.76.68","10.0.2.15","TCP","62","443  >  33876 [ACK] Seq=5779 Ack=2333 Win=65535 Len=0"
"2367","2.718527286","10.0.2.15","31.13.76.68","TLSv1.2","324","Application Data"
"2368","2.718684464","31.13.76.68","10.0.2.15","TCP","62","443  >  33876 [ACK] Seq=5779 Ack=2601 Win=65535 Len=0"
"2369","2.726190765","153.90.2.15","10.0.2.15","DNS","135","Standard query response 0x69d3 A s.sa.aol.com CNAME sa.aol.com.ssl.d2.sc.omtrdc.net A 66.117.20.32"
"2370","2.726271237","127.0.1.1","127.0.0.1","DNS","135","Standard query response 0x06af A s.sa.aol.com CNAME sa.aol.com.ssl.d2.sc.omtrdc.net A 66.117.20.32"
"2371","2.726399276","10.0.2.15","66.117.20.32","TCP","76","38634  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3621805346 TSecr=0 WS=128"
"2372","2.729842318","13.32.253.118","10.0.2.15","TCP","1436","443  >  33220 [PSH, ACK] Seq=8708 Ack=1038 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"2373","2.730180281","13.32.253.118","10.0.2.15","TCP","1436","443  >  33220 [PSH, ACK] Seq=10088 Ack=1038 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"2374","2.730189832","10.0.2.15","13.32.253.118","TCP","56","33220  >  443 [ACK] Seq=1038 Ack=11468 Win=55200 Len=0"
"2375","2.731192618","13.32.253.118","10.0.2.15","TCP","5576","443  >  33220 [PSH, ACK] Seq=11468 Ack=1038 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"2376","2.731216387","10.0.2.15","13.32.253.118","TCP","56","33220  >  443 [ACK] Seq=1038 Ack=16988 Win=65320 Len=0"
"2377","2.732001867","13.32.253.118","10.0.2.15","TCP","2816","443  >  33220 [PSH, ACK] Seq=16988 Ack=1038 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"2378","2.732010504","10.0.2.15","13.32.253.118","TCP","56","33220  >  443 [ACK] Seq=1038 Ack=19748 Win=65320 Len=0"
"2379","2.734264478","13.32.253.118","10.0.2.15","TCP","2816","443  >  33220 [PSH, ACK] Seq=19748 Ack=1038 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"2380","2.734279257","10.0.2.15","13.32.253.118","TCP","56","33220  >  443 [ACK] Seq=1038 Ack=22508 Win=65320 Len=0"
"2381","2.734666258","192.243.232.58","10.0.2.15","TCP","1416","443  >  41008 [PSH, ACK] Seq=1 Ack=207 Win=65535 Len=1360 [TCP segment of a reassembled PDU]"
"2382","2.734672913","10.0.2.15","192.243.232.58","TCP","56","41008  >  443 [ACK] Seq=207 Ack=1361 Win=31280 Len=0"
"2383","2.735462586","192.243.232.58","10.0.2.15","TLSv1.2","1346","Server Hello, Certificate, Server Hello Done"
"2384","2.735470310","10.0.2.15","192.243.232.58","TCP","56","41008  >  443 [ACK] Seq=207 Ack=2651 Win=34000 Len=0"
"2385","2.735530659","31.13.76.68","10.0.2.15","TLSv1.2","225","Application Data, Application Data"
"2386","2.735534234","10.0.2.15","31.13.76.68","TCP","56","33876  >  443 [ACK] Seq=2601 Ack=5948 Win=51120 Len=0"
"2387","2.735550204","13.32.253.118","10.0.2.15","TLSv1.2","330","Application Data, Application Data"
"2388","2.736087516","10.0.2.15","192.243.232.58","TLSv1.2","398","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2389","2.736271311","192.243.232.58","10.0.2.15","TCP","62","443  >  41008 [ACK] Seq=2651 Ack=549 Win=65535 Len=0"
"2390","2.743667102","35.167.226.133","10.0.2.15","TLSv1.2","1436","Server Hello"
"2391","2.743686935","10.0.2.15","35.167.226.133","TCP","56","33358  >  443 [ACK] Seq=203 Ack=1381 Win=31740 Len=0"
"2392","2.743737767","35.167.226.133","10.0.2.15","TLSv1.2","1436","Certificate [TCP segment of a reassembled PDU]"
"2393","2.743745770","10.0.2.15","35.167.226.133","TCP","56","33358  >  443 [ACK] Seq=203 Ack=2761 Win=34500 Len=0"
"2394","2.744321227","35.167.226.133","10.0.2.15","TLSv1.2","357","Server Key Exchange, Server Hello Done"
"2395","2.744326749","10.0.2.15","35.167.226.133","TCP","56","33358  >  443 [ACK] Seq=203 Ack=3062 Win=37260 Len=0"
"2396","2.744923955","10.0.2.15","35.167.226.133","TLSv1.2","182","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2397","2.745164143","35.167.226.133","10.0.2.15","TCP","62","443  >  33358 [ACK] Seq=3062 Ack=329 Win=65535 Len=0"
"2398","2.755524027","10.0.2.15","34.203.131.113","TCP","56","48886  >  443 [ACK] Seq=1926 Ack=4871 Win=42600 Len=0"
"2399","2.756398271","31.13.76.68","10.0.2.15","TLSv1.2","98","Application Data"
"2400","2.756412209","10.0.2.15","31.13.76.68","TCP","56","33876  >  443 [ACK] Seq=2601 Ack=5990 Win=51120 Len=0"
"2401","2.756499487","31.13.76.68","10.0.2.15","TLSv1.2","196","Application Data"
"2402","2.756504486","10.0.2.15","31.13.76.68","TCP","56","33876  >  443 [ACK] Seq=2601 Ack=6130 Win=53960 Len=0"
"2403","2.756937455","31.13.76.68","10.0.2.15","TLSv1.2","336","Application Data, Application Data"
"2404","2.756941609","10.0.2.15","31.13.76.68","TCP","56","33876  >  443 [ACK] Seq=2601 Ack=6410 Win=56800 Len=0"
"2405","2.758288419","31.13.76.68","10.0.2.15","TLSv1.2","183","Application Data"
"2406","2.758295530","10.0.2.15","31.13.76.68","TCP","56","33876  >  443 [ACK] Seq=2601 Ack=6537 Win=56800 Len=0"
"2407","2.761149209","54.84.16.132","10.0.2.15","TLSv1.2","397","Application Data"
"2408","2.761190399","10.0.2.15","54.84.16.132","TCP","56","38918  >  443 [ACK] Seq=2058 Ack=3886 Win=45540 Len=0"
"2409","2.762202608","66.117.20.32","10.0.2.15","TCP","62","443  >  38634 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2410","2.762226330","10.0.2.15","66.117.20.32","TCP","56","38634  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"2411","2.765321052","10.0.2.15","66.117.20.32","TLSv1.2","256","Client Hello"
"2412","2.765583613","66.117.20.32","10.0.2.15","TCP","62","443  >  38634 [ACK] Seq=1 Ack=201 Win=65535 Len=0"
"2413","2.770004597","192.243.232.58","10.0.2.15","TLSv1.2","131","Change Cipher Spec, Encrypted Handshake Message"
"2414","2.770385618","35.167.226.133","10.0.2.15","TLSv1.2","107","Change Cipher Spec, Encrypted Handshake Message"
"2415","2.775734146","10.0.2.15","192.243.232.58","TLSv1.2","477","Application Data"
"2416","2.775891757","10.0.2.15","35.167.226.133","TLSv1.2","557","Application Data"
"2417","2.775944435","192.243.232.58","10.0.2.15","TCP","62","443  >  41008 [ACK] Seq=2726 Ack=970 Win=65535 Len=0"
"2418","2.776052415","35.167.226.133","10.0.2.15","TCP","62","443  >  33358 [ACK] Seq=3113 Ack=830 Win=65535 Len=0"
"2419","2.779578354","10.0.2.15","13.32.253.118","TCP","56","33220  >  443 [ACK] Seq=1038 Ack=22782 Win=65320 Len=0"
"2420","2.787092355","34.203.131.113","10.0.2.15","TCP","1436","443  >  48888 [PSH, ACK] Seq=4686 Ack=2154 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"2421","2.788008313","34.203.131.113","10.0.2.15","TLSv1.2","164","Application Data"
"2422","2.788033725","10.0.2.15","34.203.131.113","TCP","56","48888  >  443 [ACK] Seq=2154 Ack=6174 Win=41180 Len=0"
"2423","2.796875926","192.243.232.58","10.0.2.15","TLSv1.2","637","Application Data"
"2424","2.798354243","127.0.0.1","127.0.1.1","DNS","84","Standard query 0xf44c A huffpost.report-uri.io"
"2425","2.798390778","10.0.2.15","153.90.2.15","DNS","84","Standard query 0x885c A huffpost.report-uri.io"
"2426","2.798967610","127.0.0.1","127.0.1.1","DNS","71","Standard query 0xbd31 A b.aol.com"
"2427","2.798999896","10.0.2.15","153.90.2.15","DNS","71","Standard query 0x085b A b.aol.com"
"2428","2.800937575","153.90.2.15","10.0.2.15","DNS","313","Standard query response 0x085b A b.aol.com CNAME b.datalayer.public.aol.com CNAME datalayer-b-webelb-1lwlnabxei0co-541911958.us-east-1.elb.amazonaws.com A 107.21.48.14 A 52.55.75.46 A 34.226.73.118 A 34.226.165.217 A 34.224.234.160 A 54.88.129.149 A 34.204.242.247 A 34.203.131.113"
"2429","2.800999284","127.0.1.1","127.0.0.1","DNS","313","Standard query response 0xbd31 A b.aol.com CNAME b.datalayer.public.aol.com CNAME datalayer-b-webelb-1lwlnabxei0co-541911958.us-east-1.elb.amazonaws.com A 107.21.48.14 A 52.55.75.46 A 34.226.73.118 A 34.226.165.217 A 34.224.234.160 A 54.88.129.149 A 34.204.242.247 A 34.203.131.113"
"2430","2.803350428","66.117.20.32","10.0.2.15","TLSv1.2","2816","Server Hello, Certificate"
"2431","2.803362223","10.0.2.15","66.117.20.32","TCP","56","38634  >  443 [ACK] Seq=201 Ack=2761 Win=34080 Len=0"
"2432","2.803803925","10.0.2.15","107.21.48.14","TCP","76","60416  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=732090209 TSecr=0 WS=128"
"2433","2.803970165","66.117.20.32","10.0.2.15","TLSv1.2","349","Server Key Exchange, Server Hello Done"
"2434","2.803978342","10.0.2.15","66.117.20.32","TCP","56","38634  >  443 [ACK] Seq=201 Ack=3054 Win=36920 Len=0"
"2435","2.804727059","10.0.2.15","66.117.20.32","TLSv1.2","182","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2436","2.804779915","35.167.226.133","10.0.2.15","TLSv1.2","3614","Application Data"
"2437","2.804800940","10.0.2.15","35.167.226.133","TCP","56","33358  >  443 [ACK] Seq=830 Ack=6671 Win=44020 Len=0"
"2438","2.804886579","66.117.20.32","10.0.2.15","TCP","62","443  >  38634 [ACK] Seq=3054 Ack=327 Win=65535 Len=0"
"2439","2.812855423","127.0.0.1","127.0.1.1","DNS","97","Standard query 0x9278 A srv-2017-10-05-01.pixel.parsely.com"
"2440","2.812919956","10.0.2.15","153.90.2.15","DNS","97","Standard query 0xfc99 A srv-2017-10-05-01.pixel.parsely.com"
"2441","2.817248746","10.0.2.15","35.161.35.168","TLSv1.2","490","Application Data"
"2442","2.817508351","35.161.35.168","10.0.2.15","TCP","62","443  >  45494 [ACK] Seq=5086 Ack=1887 Win=65535 Len=0"
"2443","2.839743509","10.0.2.15","192.243.232.58","TCP","56","41008  >  443 [ACK] Seq=970 Ack=3307 Win=36720 Len=0"
"2444","2.841723156","66.117.20.32","10.0.2.15","TLSv1.2","62","Change Cipher Spec"
"2445","2.842658353","66.117.20.32","10.0.2.15","TLSv1.2","101","Encrypted Handshake Message"
"2446","2.843855893","10.0.2.15","66.117.20.32","TCP","56","38634  >  443 [ACK] Seq=327 Ack=3105 Win=36920 Len=0"
"2447","2.845911613","35.161.35.168","10.0.2.15","TLSv1.2","851","Application Data"
"2448","2.845962170","10.0.2.15","35.161.35.168","TCP","56","45494  >  443 [ACK] Seq=1887 Ack=5881 Win=45440 Len=0"
"2449","2.850116896","10.0.2.15","66.117.20.32","TLSv1.2","589","Application Data"
"2450","2.850405202","66.117.20.32","10.0.2.15","TCP","62","443  >  38634 [ACK] Seq=3105 Ack=860 Win=65535 Len=0"
"2451","2.868554494","34.203.131.113","10.0.2.15","TLSv1.2","270","Application Data, Application Data"
"2452","2.886052367","66.117.20.32","10.0.2.15","TLSv1.2","509","Application Data"
"2453","2.891384194","107.21.48.14","10.0.2.15","TCP","62","80  >  60416 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2454","2.891411875","10.0.2.15","107.21.48.14","TCP","56","60416  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"2455","2.892127121","10.0.2.15","107.21.48.14","HTTP","1688","GET /master/?1=1&HASH=764a&REDIR=http://b.huffingtonpost.com/vanity/?ts=1507165281468&h=www.huffingtonpost.com&v=60&r=&l=0&k=1&m=800x600&bd=785x600&tz=360&ms=462&da_pr=1&da_ar=null&dL_url=https%3A%2F%2Fwww.huffingtonpost.com%2F&p=%7B%22dL_ch%22%3D%3E%22us.hpmg%22%2C%20%22dL_flid%22%3D%3E%22_%22%2C%20%22edition%22%3D%3E%22us%22%2C%20%22platform%22%3D%3E%22desktop%22%2C%20%22renderingEngine%22%3D%3E%22hyperion%22%2C%20%22cobrand%22%3D%3E%22HuffPost%22%2C%20%22sectionId%22%3D%3E%2254caa06de4b095974e122fb3%22%2C%20%22sectionName%22%3D%3E%22Huffington%20Post%22%2C%20%22dL_dpt%22%3D%3E%22front%22%7D&t=HuffPost%20-%20Breaking%20News%2C%20U.S.%20and%20World%20News&dL_ch=us.hpmg&dL_dpt=front&dL_flid=_&dL_vid=video_novideo&cobrand=HuffPost&edition=us&publishEdition=us&platform=desktop&sectionId=54caa06de4b095974e122fb3&sectionName=Huffington%20Post&renderingEngine=kraken&publishSectionId=54caa06de4b095974e122fb3&publishSectionName=Huffington%20Post&a_type=section&a_value=front-page&pageVersion=59773&engagement=25&ad_presence=%5B%5D&ads_grp=165279389&dL_abp=0&abTest=1040%3A120&abUser=1002%3A11%2C1001%3A10%2C1000%3A7%2C92%3A138%2C91%3A136%2C1008%3A26%2C1010%3A31%2C1003%3A13%2C1005%3A23%2C1037%3A109%2C1031%3A94%2C1033%3A98%2C1034%3A101%2C1036%3A106%2C1038%3A111%2C1039%3A115%2C1040%3A120&pgvis=1&pgid=www.huffingtonpost.comc9865340c6cb101304fe4ca6478cca7cbca5bcb9 HTTP/1.1 "
"2456","2.892377459","107.21.48.14","10.0.2.15","TCP","62","80  >  60416 [ACK] Seq=1 Ack=1461 Win=65535 Len=0"
"2457","2.892384778","107.21.48.14","10.0.2.15","TCP","62","80  >  60416 [ACK] Seq=1 Ack=1633 Win=65535 Len=0"
"2458","2.904440862","153.90.2.15","10.0.2.15","DNS","113","Standard query response 0xfc99 A srv-2017-10-05-01.pixel.parsely.com A 52.42.89.87"
"2459","2.904512599","127.0.1.1","127.0.0.1","DNS","113","Standard query response 0x9278 A srv-2017-10-05-01.pixel.parsely.com A 52.42.89.87"
"2460","2.905566076","10.0.2.15","52.42.89.87","TCP","76","34718  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=971669910 TSecr=0 WS=128"
"2461","2.911427797","10.0.2.15","34.203.131.113","TCP","56","48900  >  443 [ACK] Seq=2116 Ack=4900 Win=42780 Len=0"
"2462","2.927513668","10.0.2.15","66.117.20.32","TCP","56","38634  >  443 [ACK] Seq=860 Ack=3558 Win=39760 Len=0"
"2463","2.930590965","52.42.89.87","10.0.2.15","TCP","62","443  >  34718 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2464","2.930696906","10.0.2.15","52.42.89.87","TCP","56","34718  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"2465","2.935830889","10.0.2.15","52.42.89.87","TLSv1.2","279","Client Hello"
"2466","2.936111695","52.42.89.87","10.0.2.15","TCP","62","443  >  34718 [ACK] Seq=1 Ack=224 Win=65535 Len=0"
"2467","2.936843903","10.0.2.15","66.117.20.32","TLSv1.2","1403","Application Data"
"2468","2.937096094","66.117.20.32","10.0.2.15","TCP","62","443  >  38634 [ACK] Seq=3558 Ack=2207 Win=65535 Len=0"
"2469","2.961027375","52.42.89.87","10.0.2.15","TLSv1.2","1436","Server Hello"
